OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity;DefaultData;ComplianceStatus;Outlier;Predict_ghgemissions;Predict_energyuse
77;2017;NonResidential;Hotel;Comfort Suites Seattle Center;601 Roy St;Seattle;WA;98109.0;2249000170;7.0;MAGNOLIA / QUEEN ANNE;47.62519;-122.34456;1999.0;1.0;4.0;122,942;44,891;78,051;Hotel, Parking;Hotel;78,051;Parking;44,891;;;;93.0;72.50;71.70;144.00;141.30;5,659,957.5;5,595,112.5;;742,245.375;2,532,541.2195;31,274.16;3,127,416.02;176.57;1.436;N;Compliant;;261.99;1996614.5
82;2017;NonResidential;Small- and Mid-Sized Office;Dept of Social & Health Services;1700 E. Cherry St;Seattle;WA;98122.0;2254501944;3.0;CENTRAL;47.60823;-122.30956;1962.0;1.0;2.0;54,984;0;54,984;Office;Office;54,984;;;;;;69.0;66.70;64.50;147.80;143.40;3,667,950;3,544,293.5;;599,550.875;2,045,667.5855;16,222.82;1,622,282.03;94.62;1.721;N;Compliant;;261.99;1996614.5
84;2017;NonResidential;Senior Care Community;PSSA - The Mount;4831 35th Ave SW;Seattle;WA;98126.0;2324039001;1.0;SOUTHWEST;47.55837;-122.37751;1922.0;1.0;5.0;371,257;74,944;296,313;Parking, Senior Care Community;Senior Care;296,313;Parking;0;;;;47.0;161.80;161.90;251.40;251.50;47,947,440;47,970,628;;3,385,356.75;11,550,837.231;363,966.00;36,396,600.00;1,980.81;5.335;N;Compliant;;261.99;1996614.5
85;2017;NonResidential;Senior Care Community;Foss Home and Village;13023 Greenwood Ave. N;Seattle;WA;98133.0;2426039059;5.0;NORTHWEST;47.72426;-122.35599;1970.0;1.0;2.0;93,397;0;93,397;Senior Care Community;Senior Care;93,397;;;;;;1.0;185.80;181.80;322.10;316.50;17,354,576;16,977,500;;1,663,737.75;5,676,673.203;116,779.03;11,677,903.12;643.70;6.892;N;Compliant;;261.99;1996614.5
86;2017;NonResidential;Hotel;SCCA - ALLIANCE HOUSE;207 Pontius Ave N;Seattle;WA;98109.0;2467400430;7.0;LAKE UNION;47.61988;-122.33211;2008.0;1.0;6.0;84,103;20,732;63,371;Hotel, Parking;Hotel;63,371;Parking;20,732;;;;63.0;69.40;69.40;180.20;180.20;4,397,191.5;4,397,576.5;;954,108.1875;3,255,417.13575;11,417.74;1,141,774.02;74.11;0.881;N;Compliant;;261.99;1996614.5
87;2017;SPS-District K-12;K-12 School;Arbor Heights Elementary;3701 S.W. 104th St.;Seattle;WA;98146.0;2518400005;1.0;SOUTHWEST;47.5097;-122.37759;1948.0;1.0;2.0;53,352;0;53,352;K-12 School;K-12 School;90,000;;;;;;99.0;22.60;22.50;49.60;49.50;2,030,587.125;2,020,764.25;;326,772.8125;1,114,948.83625;9,156.38;915,637.99;53.24;0.998;N;Compliant;;261.99;1996614.5
89;2017;NonResidential;Medical Office;Polyclinic North && South;1200 Harvard Ave;Seattle;WA;98122.0;1978201270;3.0;EAST;47.61244;-122.3214;1965.0;0.0;3.0;241,014;121,709;119,305;Medical Office;Medical Off;179,014;;;;;;56.0;82.80;82.20;200.60;198.70;14,823,875;14,707,000;;2,853,244.5;9,735,270.234;50,886.04;5,088,603.91;310.53;1.288;N;Compliant;;261.99;1996614.5
95;2017;NonResidential;Hotel;Sorrento Hotel;900 Madison St.;Seattle;WA;98104.0;1979200270;3.0;EAST;47.60898;-122.32693;1908.0;1.0;7.0;76,631;0;76,631;Hotel;Hotel;76,631;;;;;;74.0;98.70;98.10;172.50;170.50;7,563,180.5;7,515,292;;740,188.1875;2,525,522.09575;50,376.58;5,037,658.20;278.00;3.628;N;Compliant;;261.99;1996614.5
96;2017;NonResidential;Mixed Use Property;Central Seattle;921 Terry Ave.;Seattle;WA;98104.0;1979200290;3.0;EAST;47.60845;-122.32637;1983.0;1.0;6.0;99,780;9,341;90,439;Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking;Medical Off;40,174;Parking;20,868;Office;17,020;;;196.20;193.90;482.60;476.60;14,841,480;14,668,101;5,212,174;2,822,188;9,629,305.456;;;316.92;3.176;Y;Not Compliant;;261.99;1996614.5
98;2017;NonResidential;Retail Store;400 Westlake Avenue N.;400 Westlake Ave N;Seattle;WA;98109.0;1983200230;7.0;LAKE UNION;47.62237;-122.33805;1929.0;1.0;2.0;58,320;0;58,320;Retail Store;Retail Stor;62,280;;;;;;9.0;14.90;14.30;24.40;23.80;926,844.625;890,371.8125;;76,925.1015625;262,468.44653125;6,643.76;664,376.03;36.37;0.624;N;Compliant;;261.99;1996614.5
100;2017;NonResidential;Large Office;City Place III - SEDO;551 Boren Ave. North;Seattle;WA;98109.0;1983200325;7.0;LAKE UNION;47.62424;-122.33646;2010.0;1.0;5.0;316,306;0;316,306;Bank Branch, Office, Other, Parking, Retail Store;Office;247,882;Parking;150,726;Retail Store;26,464;201,820,172,016,201,520,142,013;95.0;57.00;57.00;155.90;155.90;16,381,541;16,384,160;;3,870,693.5;13,206,806.222;31,747.33;3,174,733.01;223.25;0.706;N;Compliant;;261.99;1996614.5
102;2017;NonResidential;Hotel;Residence Inn Seattle - Lake Union;800 Fairview Ave. N;Seattle;WA;98109.0;1984200065;3.0;LAKE UNION;47.62642;-122.33325;1990.0;1.0;7.0;282,863;44,766;238,097;Hotel, Parking;Hotel;235,788;Parking;51,537;;;;46.0;81.30;80.50;178.10;177.40;19,158,784;18,986,238;;3,069,409.25;10,472,824.361;86,859.59;8,685,958.59;504.64;1.784;N;Compliant;;261.99;1996614.5
103;2017;Nonresidential COS;Other;Key Arena;334 1st Ave. N;Seattle;WA;98109.0;1985200003;7.0;MAGNOLIA / QUEEN ANNE;47.62141;-122.35086;1962.0;1.0;1.0;389,000;0;389,000;Other;Other;368,000;;;;;;;72.10;71.60;164.20;163.50;26,547,420;26,365,384;7,990,000;4,409,406.5;15,044,894.978;8,855.24;885,523.93;534.03;1.373;N;Compliant;;261.99;1996614.5
104;2017;Nonresidential COS;Other;Bagley Wright Theatre;151 Mercer St.;Seattle;WA;98109.0;1985200003;7.0;MAGNOLIA / QUEEN ANNE;47.62208;-122.35398;1962.0;1.0;1.0;91,213;0;91,213;Other;Other;65,000;;;;;;;91.80;91.60;227.00;226.80;5,967,398.5;5,956,533;1,841,070.125;1,152,100.75;3,930,967.759;;;114.14;1.251;N;Compliant;;261.99;1996614.5
106;2017;Nonresidential COS;Other;Armory;305 Harrison St.;Seattle;WA;98109.0;1985200305;7.0;MAGNOLIA / QUEEN ANNE;47.62141;-122.35086;1938.0;1.0;5.0;396,085;0;396,085;Other;Other;278,500;;;;;;;104.80;103.70;168.50;167.30;29,197,694;28,870,044;16,949,830;1,956,290.375;6,674,862.7595;0.00;0.00;928.69;2.345;N;Compliant;;261.99;1996614.5
107;2017;NonResidential;Large Office;City Place IV - SEDO;333 Boren Ave. N.;Seattle;WA;98109.0;1986200410;7.0;LAKE UNION;47.62112;-122.33629;2010.0;1.0;12.0;571,329;0;571,329;Office, Other, Parking;Office;598,801;Parking;310,699;Other;26,203;201,820,172,016,201,520,142,013;92.0;62.50;61.80;172.10;169.90;39,074,696;38,648,836;;9,326,504;31,822,031.648;72,526.59;7,252,659.38;516.84;0.905;N;Compliant;;261.99;1996614.5
110;2017;Nonresidential COS;Other;Exhibition Hall;225 Mercer St.;Seattle;WA;98109.0;1988200440;7.0;MAGNOLIA / QUEEN ANNE;47.62395;-122.35077;1962.0;1.0;2.0;52,000;0;52,000;Other;Other;52,000;;;;;;;54.70;54.40;117.90;117.60;2,844,245.75;2,829,869;1,186,200;416,897.90625;1,422,455.656125;;;68.94;1.326;N;Compliant;;261.99;1996614.5
111;2017;Nonresidential COS;Other;Mercer Arena;363 Mercer St.;Seattle;WA;98109.0;1988200700;7.0;MAGNOLIA / QUEEN ANNE;47.62395;-122.35143;1928.0;1.0;1.0;60,696;0;60,696;Other;Other;108,000;;;;;;;2.60;2.60;8.10;8.10;277,136.09375;277,136.09375;;81,223.8984375;277,135.94146875;0.00;0.00;1.15;0.019;N;Not Compliant;Low outlier;261.99;1996614.5
112;2017;Nonresidential COS;Other;McCaw Hall;321 Mercer St.;Seatle;WA;98109.0;1988200700;7.0;MAGNOLIA / QUEEN ANNE;47.62395;-122.35143;1928.0;1.0;2.0;262,048;0;262,048;Other;Other;296,000;;;;;;;76.20;74.30;181.60;179.20;22,553,604;21,981,486;6,062,000;4,101,543.25;13,994,465.569;5,104.76;510,475.98;407.27;1.554;N;Compliant;;261.99;1996614.5
113;2017;NonResidential;Small- and Mid-Sized Office;KCTS9;401 Mercer St;Seattle;WA;98109.0;1988200705;7.0;MAGNOLIA / QUEEN ANNE;47.62391;-122.34837;1986.0;0.0;2.0;66,240;2,352;63,888;Data Center, Distribution Center, Office, Parking, Retail Store;Office;45,900;Data Center;5,181;Distribution Center;4,551;;;79.50;79.50;249.60;249.60;4,422,798.5;4,422,798.5;;1,296,247.875;4,422,797.7495;;;18.30;0.276;Y;Not Compliant;;261.99;1996614.5
114;2017;NonResidential;Large Office;Bill and Melinda Gates Foundation;500 5th Ave N;Seattle;WA;98109.0;1988201155;7.0;MAGNOLIA / QUEEN ANNE;47.62419;-122.34443;2010.0;1.0;6.0;920,598;303,707;616,891;Office, Other, Parking;Office;729,584;Parking;185,014;Other;6,000;;93.0;52.60;51.60;133.80;132.60;38,695,232;37,935,880;;8,106,487.5;27,659,335.35;110,358.95;11,035,894.53;700.55;0.761;N;Compliant;;261.99;1996614.5
115;2017;NonResidential;Small- and Mid-Sized Office;J.G. Scripps Building;221 1st Ave. W;Seattle;WA;98033.0;1989200850;7.0;MAGNOLIA / QUEEN ANNE;47.62053;-122.35842;1970.0;1.0;4.0;76,213;25,930;50,283;Office, Other, Parking;Office;48,546;Parking;21,454;Other;2,406;;71.0;71.90;70.30;191.30;189.60;3,664,215.5;3,580,430.75;;827,425.3125;2,823,175.16625;8,410.40;841,039.94;56.35;0.739;N;Compliant;;261.99;1996614.5
116;2017;NonResidential;Hotel;MEDITERRANEAN INN (ID#116);425 queen anne ave N.;Seattle;WA;98109.0;1989201125;7.0;MAGNOLIA / QUEEN ANNE;47.62291;-122.35708;2002.0;1.0;6.0;96,910;36,934;59,976;Hotel, Parking;Hotel;59,976;Parking;36,934;;;;48.0;101.80;100.40;202.50;198.20;6,104,526.5;6,022,328.5;;804,627.1875;2,745,387.96375;33,591.38;3,359,138.28;189.76;1.958;N;Compliant;;261.99;1996614.5
117;2017;NonResidential;Hotel;UNIVERSITY INN;4140 ROOSEVELT WAY NE;Seattle;WA;98105.0;1142001871;4.0;NORTHEAST;47.65772;-122.31756;1962.0;2.0;4.0;50,017;0;50,017;Hotel, Swimming Pool;Hotel;50,017;Swimming Pool;0;;;;58.0;109.60;108.40;204.10;200.30;5,480,266;5,419,661.5;;624,695.6875;2,131,461.68575;33,488.04;3,348,803.91;186.67;3.732;N;Compliant;;261.99;1996614.5
118;2017;SPS-District K-12;K-12 School;Pathfinder K-8;1901 SW Genesee St.;Seattle;WA;98106.0;1324039116;1.0;DELRIDGE;47.5636;-122.358;1999.0;1.0;3.0;74,468;0;74,468;K-12 School;K-12 School;75,364;;;;;;94.0;22.80;22.80;71.60;71.60;1,717,534.25;1,718,059.5;;503,380.40625;1,717,533.946125;0.00;0.00;7.11;0.095;N;Compliant;;261.99;1996614.5
119;2017;NonResidential;K-12 School;St. Joseph K-8 School;700 18th Ave. E.;Seattle;WA;98112.0;1336800825;3.0;EAST;47.62548;-122.30828;1923.0;1.0;3.0;67,743;0;67,743;K-12 School;K-12 School;67,743;;;;;;15.0;51.70;50.10;103.30;101.60;3,502,572;3,391,377.5;;465,954.1875;1,589,835.68775;19,127.36;1,912,736.13;108.16;1.597;N;Compliant;;261.99;1996614.5
120;2017;NonResidential;K-12 School;Holy Names Academy;728 21st Ave East;Seattle;WA;98112.0;1338800660;3.0;EAST;47.62644;-122.30429;1908.0;1.0;6.0;194,104;0;194,104;K-12 School;K-12 School;199,980.40625;;;;;;98.0;36.80;35.70;63.60;62.50;7,351,460;7,148,590.5;;700,735.1875;2,390,908.45975;49,605.51;4,960,550.78;273.35;1.408;N;Compliant;;261.99;1996614.5
121;2017;NonResidential;Small- and Mid-Sized Office;2100 Building;2100 24th Ave S;Seattle;WA;98144.0;1498303116;3.0;SOUTHEAST;47.58408;-122.30125;2003.0;1.0;3.0;99,433;35,752;63,681;Office, Parking;Office;63,681;Parking;35,752;;;;63.0;78.20;77.40;245.50;243.00;4,979,052;4,927,985.5;;1,459,276.5;4,979,051.418;;;20.60;0.207;N;Compliant;;261.99;1996614.5
122;2017;SPS-District K-12;K-12 School;John Muir Elementary;3301 S. Horton St.;Seattle;WA;98144.0;1524049002;2.0;SOUTHEAST;47.57324;-122.29058;1991.0;1.0;2.0;60,725;0;60,725;K-12 School;K-12 School;60,725;;;;;;77.0;36.80;36.60;115.50;114.80;2,233,187;2,220,198.5;;654,509.625;2,233,186.8405;;;9.24;0.152;N;Compliant;;261.99;1996614.5
125;2017;SPS-District K-12;K-12 School;Mercer International Middle;1600 Columbian Way S.;Seattle;WA;98108.0;1624049214;2.0;GREATER DUWAMISH;47.56413;-122.31208;1957.0;1.0;1.0;130,862;0;130,862;K-12 School;K-12 School;139,310;;;;;;63.0;55.50;54.20;91.90;90.50;7,730,110;7,548,106;;656,853.3125;2,241,183.50225;54,889.26;5,488,926.17;300.79;2.299;N;Compliant;;261.99;1996614.5
127;2017;SPS-District K-12;K-12 School;Orca K-8 School;5215 46th Ave. S.;Seattle;WA;98118.0;1704900242;2.0;SOUTHEAST;47.55478;-122.27596;1989.0;1.0;3.0;59,955;0;59,955;K-12 School;K-12 School;59,955;;;;;;94.0;29.50;29.30;85.80;85.60;1,767,751.5;1,758,171.25;;460,774.09375;1,572,161.207875;1,955.90;195,589.98;16.89;0.282;N;Compliant;;261.99;1996614.5
130;2017;SPS-District K-12;K-12 School;McClure Middle;1915 1st Ave. W.;Seattle;WA;98119.0;1794501220;7.0;MAGNOLIA / QUEEN ANNE;47.63683;-122.35896;1964.0;1.0;2.0;93,218;0;93,218;K-12 School;K-12 School;93,218;;;;;;89.0;32.90;31.90;66.80;65.80;3,064,196.5;2,976,964.75;;421,881.8125;1,439,460.74425;16,247.36;1,624,735.84;92.24;0.99;N;Compliant;;261.99;1996614.5
131;2017;NonResidential;Other;Lakeview;1208 NE 64th st;Seattle;WA;98115.0;1797500625;4.0;NORTHEAST;47.67524;-122.31534;1941.0;1.0;4.0;56,521;0;56,521;Other;Other;49,000;;;;;;;117.10;117.10;367.70;367.70;5,737,653;5,737,653;;1,681,609.75;5,737,652.467;;;23.74;0.42;N;Compliant;;261.99;1996614.5
132;2017;NonResidential;Other;Roosevelt Square;6401 12th Avenue NE;Seattle;WA;98115.0;1797500715;4.0;NORTHEAST;47.67559;-122.31769;1929.0;1.0;2.0;228,385;100,070;128,315;Other, Parking;Other;129,396;Parking;0;;;;;28.20;27.60;48.80;47.80;3,653,232.75;3,571,587.5;;347,829.3125;1,186,793.61425;24,664.39;2,466,439.06;135.90;0.595;N;Compliant;;261.99;1996614.5
136;2017;NonResidential;Hotel;Holiday Inn Express North Seattle Shoreline;14115 Aurora Ave N;Seattle;WA;98133.0;1926049012;5.0;NORTHWEST;47.73141;-122.3458;2001.0;1.0;4.0;51,390;0;51,390;Hotel, Parking;Hotel;51,390;Parking;0;;;;91.0;69.50;69.10;131.10;129.70;3,571,819.75;3,548,590.5;;419,101;1,429,972.612;21,418.47;2,141,847.07;119.67;2.329;N;Compliant;;261.99;1996614.5
137;2017;SPS-District K-12;K-12 School;Broadview-Thomson K-8;13052 Greenwood Ave. N.;Seattle;WA;98133.0;1926049025;5.0;NORTHWEST;47.72463;-122.35315;1963.0;1.0;2.0;131,013;0;131,013;K-12 School;K-12 School;131,909;;;;;;94.0;32.70;31.00;63.30;61.30;4,313,222.5;4,090,444;;535,538.6875;1,827,258.00175;24,859.64;2,485,964.26;139.59;1.065;Y;Not Compliant;;261.99;1996614.5
138;2017;SPS-District K-12;K-12 School;Ingraham High;1819 N. 135th St.;Seattle;WA;98133.0;1926049321;5.0;NORTHWEST;47.7257;-122.33684;1959.0;1.0;1.0;245,587;0;245,587;K-12 School;K-12 School;249,171;;;;;;95.0;50.60;48.50;84.20;81.70;12,601,269;12,085,780;;1,085,689.75;3,704,373.427;88,968.95;8,896,895.31;487.84;1.986;N;Compliant;;261.99;1996614.5
139;2017;NonResidential;Hotel;7066-Seattle-Northgate;13300 Stone Avenue N;Seattle;WA;98133.0;1926049434;5.0;NORTHWEST;47.72551;-122.3423;2002.0;1.0;3.0;69,138;0;69,138;Hotel;Hotel;70,609;;;;;;80.0;47.80;47.20;104.00;102.00;3,377,110.5;3,330,187.25;;533,003.125;1,818,606.6625;15,585.03;1,558,503.42;90.30;1.306;N;Compliant;;261.99;1996614.5
140;2017;SPS-District K-12;K-12 School;B.F. Day Elementary;3921 Linden Ave. N.;Seattle;WA;98103.0;1931301145;6.0;LAKE UNION;47.65464;-122.34912;1991.0;1.0;3.0;66,588;0;66,588;K-12 School;K-12 School;66,588;;;;;;81.0;33.50;33.00;105.20;103.50;2,231,671.25;2,194,265.75;;654,065.375;2,231,671.0595;;;9.23;0.139;N;Compliant;;261.99;1996614.5
144;2017;NonResidential;Hotel;Alexis Hotel;1007 First Ave.;Seattle;WA;98104.0;1974600035;7.0;DOWNTOWN;47.6048;-122.3368;1904.0;1.0;5.0;190,980;0;190,980;Hotel, Parking;Hotel;190,980;Parking;19,051;;;;99.0;32.60;32.60;81.60;81.60;6,220,623.5;6,220,623.5;;1,269,484.375;4,331,480.6875;18,891.42;1,889,141.99;118.25;0.619;N;Compliant;;261.99;1996614.5
145;2017;Nonresidential COS;Other;Benaroya Hall;200 University Street;Seattle;WA;98111.0;1974700025;7.0;DOWNTOWN;47.60804;-122.3367;1998.0;1.0;6.0;284,100;0;284,100;Other - Entertainment/Public Assembly;Other - Ent;189,750;;;;;;;78.50;77.60;192.80;190.80;14,894,600;14,728,079;4,690,673.5;2,836,110.75;9,676,809.879;5,271.16;527,115.97;317.39;1.117;N;Compliant;;261.99;1996614.5
147;2017;Campus;Hospital;Swedish Ballard;5300 Tallman Ave NW;Seattle;WA;98107.0;2767703875;6.0;BALLARD;47.66737;-122.37956;1954.0;4.0;5.0;285,333;0;285,333;Hospital (General Medical & Surgical), Parking;Hospital (G;302,661;Parking;148,865;;;;18.0;229.10;;465.00;;69,350,008;;;9,522,533;32,490,882.596;368,591.19;36,859,118.75;2,092.01;7.332;N;Compliant;;261.99;1996614.5
148;2017;SPS-District K-12;K-12 School;West Woodland Elementary;5601 4th Ave. N.W.;Seattle;WA;98107.0;2768000375;6.0;Ballard;47.6706;-122.36225;1991.0;1.0;2.0;55,513;0;55,513;K-12 School;K-12 School;61,785;;;;;;96.0;26.20;26.20;82.30;82.30;1,618,890.625;1,619,592.75;;474,469.59375;1,618,890.253875;;;6.70;0.121;N;Compliant;;261.99;1996614.5
163;2017;Nonresidential COS;Other;Fire Station 10/FAC/EOC;105 5th Ave S;Seattle;WA;98104.0;5247801465;2.0;DOWNTOWN;47.60102;-122.32873;2006.0;1.0;4.0;61,156;0;61,156;Fire Station, Office;Fire Statio;42,755;Office;29,219;;;;;131.10;129.60;330.80;327.60;9,434,370;9,327,808;;1,949,725.25;6,652,462.553;27,819.07;2,781,906.84;175.27;2.866;N;Compliant;;261.99;1996614.5
167;2017;NonResidential;Other;Wing Luke Museum;719 South King Street;Seattle;WA;98104.0;5247802715;2.0;DOWNTOWN;47.59809;-122.32283;1910.0;1.0;4.0;72,820;13,820;59,000;Museum;Museum;58,000;;;;;;;40.10;39.50;90.10;88.60;2,327,732.5;2,289,895.5;;389,945.59375;1,330,494.365875;9,972.38;997,237.99;58.47;0.803;N;Compliant;;261.99;1996614.5
168;2017;NonResidential;Hotel;Hampton Inn Seattle Center;700 5th Ave N.;Seattle;WA;98109.0;5458300285;7.0;MAGNOLIA / QUEEN ANNE;47.62614;-122.3467;1996.0;1.0;4.0;162,222;14,200;148,022;Hotel, Parking;Hotel;113,702;Parking;32,692;;;;80.0;70.40;69.70;150.60;148.50;8,001,963;7,927,950.5;;1,222,658.25;4,171,709.949;38,302.53;3,830,252.73;220.68;1.36;N;Compliant;;261.99;1996614.5
169;2017;SPS-District K-12;K-12 School;Franklin High;3013 S. Mt. Baker Blvd.;Seattle;WA;98144.0;5700000455;2.0;SOUTHEAST;47.57589;-122.29365;1990.0;1.0;4.0;289,588;0;289,588;K-12 School;K-12 School;289,558;;;;;;96.0;29.70;28.90;76.10;75.20;8,600,206;8,370,211.5;;1,822,675.625;6,218,969.2325;23,812.36;2,381,235.74;152.20;0.526;N;Compliant;;261.99;1996614.5
170;2017;NonResidential;University;SCCC FINE ARTS BUILDING;801 E PINE ST;SEATTLE;WA;98122.0;6003000470;3.0;EAST;47.61495;-122.32177;1915.0;1.0;3.0;64,820;0;64,820;College/University;College/Uni;64,820;;;;;;;62.50;60.30;136.60;134.20;4,054,425.75;3,908,019;;644,860.875;2,200,265.3055;18,541.60;1,854,160.16;107.58;1.66;N;Compliant;;261.99;1996614.5
172;2017;Campus;University;SSCC MAIN CAMPUS;6000 16th Ave SW;Seattle;WA;98106.0;6171900005;1.0;DELRIDGE;47.547;-122.35307;1970.0;27.0;2.0;529,343;0;529,343;College/University;College/Uni;529,343;;;;;;;74.30;73.20;173.00;171.80;39,335,420;38,726,292;;7,050,875;24,057,585.5;152,778.31;15,277,831.25;910.93;1.721;N;Compliant;;261.99;1996614.5
173;2017;NonResidential;Small- and Mid-Sized Office;Seattle Children's Hospital 70th/Sand Point Way Administrative Offices;6901Sand Point Way NE;Seattle;WA;98115.0;6418100005;4.0;NORTHEAST;47.67836;-122.26442;2002.0;1.0;2.0;96,300;0;96,300;Data Center, Office;Office;92,300;Data Center;4,944;;;;;179.70;178.80;494.60;493.30;17,476,230;17,382,840;;4,172,022;14,234,939.064;32,412.89;3,241,288.87;231.04;2.399;N;Compliant;;261.99;1996614.5
174;2017;Nonresidential COS;Other;CSC Vehicle Maintenance (E);805 S Charles St;Seattle;WA;98134.0;6834700175;2.0;GREATER DUWAMISH;47.59545;-122.32146;1950.0;1.0;1.0;67,356;0;67,356;Repair Services (Vehicle, Shoe, Locksmith, etc);Repair Serv;67,772;;;;;;;103.40;99.90;176.10;172.50;7,010,479;6,773,748.5;;641,715.125;2,189,532.0065;48,209.47;4,820,946.88;265.10;3.936;N;Compliant;;261.99;1996614.5
175;2017;SPS-District K-12;K-12 School;Garfield High;400 23rd Ave.;Seattle;WA;98122.0;6840701230;3.0;CENTRAL;47.60598;-122.30156;2008.0;1.0;3.0;254,523;0;254,523;K-12 School;K-12 School;258,107;;;;;;75.0;54.30;53.10;118.10;116.90;14,018,362;13,703,880;;2,212,148.75;7,547,851.535;64,705.09;6,470,509.38;374.88;1.473;N;Compliant;;261.99;1996614.5
176;2017;SPS-District K-12;K-12 School;Emerson Elementary;9709 60th Ave. S.;"Seatt;e";WA;98118.0;7129302300;2.0;SOUTHEAST;47.51482;-122.25864;2001.0;1.0;3.0;78,804;0;78,804;K-12 School;K-12 School;78,804;;;;;;92.0;35.40;34.60;82.20;81.40;2,786,048.75;2,730,437.5;;497,863.59375;1,698,710.581875;10,873.38;1,087,337.99;64.78;0.822;N;Compliant;;261.99;1996614.5
177;2017;SPS-District K-12;K-12 School;Madrona K-8;1121 33rd Ave.;Seattle;WA;98122.0;7152200350;3.0;CENTRAL;47.61224;-122.29087;2002.0;1.0;3.0;66,994;0;66,994;K-12 School;K-12 School;68,127;;;;;;89.0;38.40;37.50;99.20;98.30;2,614,529;2,555,028.5;;562,263.1875;1,918,441.99575;6,960.87;696,087.01;44.91;0.67;N;Compliant;;261.99;1996614.5
178;2017;SPS-District K-12;K-12 School;Van Asselt Elementary;8311 Beacon Ave S;Seattle;WA;98118.0;7243500230;2.0;GREATER DUWAMISH;47.52915;-122.28904;2000.0;1.0;3.0;98,357;0;98,357;K-12 School;K-12 School;98,357;;;;;;90.0;38.60;37.60;82.10;81.00;3,798,545.75;3,696,395;;572,905.8125;1,954,754.63225;18,437.91;1,843,790.82;106.01;1.078;N;Compliant;;261.99;1996614.5
179;2017;NonResidential;Small- and Mid-Sized Office;Seattle's Union Gospel Mission - Admin;3800 S Othello St;Seattle;WA;98118.0;7378600265;2.0;GREATER DUWAMISH;47.53827;-122.28406;1958.0;1.0;1.0;54,765;0;54,765;Office, Other;Office;25,765;Other;25,000;;;;;93.20;91.00;255.10;250.20;4,733,395;4,617,186;;1,119,159.625;3,818,572.6405;9,148.22;914,821.97;64.38;1.176;N;Compliant;;261.99;1996614.5
180;2017;NonResidential;Other;Hope Place;3802 S Othello St;Seattle;WA;98118.0;7378600265;2.0;GREATER DUWAMISH;47.53722;-122.284;2009.0;1.0;5.0;89,821;0;89,821;Food Service, Office, Other - Lodging/Residential;Other - Lod;46,483;Office;37,938;Food Service;4,579;;;28.40;27.50;31.80;30.70;2,529,056;2,444,487.25;;24,563.900390625;83,812.0281328125;24,452.44;2,445,243.95;130.21;1.45;N;Compliant;;261.99;1996614.5
182;2017;NonResidential;University;Otto Miller Hall;3469 3rd Ave. W;Seattle;WA;98119.0;7443000070;7.0;MAGNOLIA / QUEEN ANNE;47.65147;-122.36122;1980.0;1.0;2.0;52,611;0;52,611;College/University;College/Uni;52,611;;;;;;;84.70;82.80;190.10;188.10;4,456,880.5;4,356,064;;746,006.125;2,545,372.8985;19,115.07;1,911,507.23;112.05;2.13;N;Compliant;;261.99;1996614.5
183;2017;Multifamily LR (1-4);Residence Hall;Emerson Hall;500 W. Emerson;Seattle;WA;98119.0;7443000375;7.0;MAGNOLIA / QUEEN ANNE;47.65068;-122.36331;2001.0;1.0;4.0;139,600;37,500;102,100;Residence Hall/Dormitory;Residence H;135,520;;;;;;89.0;36.70;36.60;75.10;74.80;4,968,569.5;4,956,664.5;;696,396.375;2,376,104.4315;25,924.65;2,592,465.04;147.52;1.057;N;Compliant;;261.99;1996614.5
185;2017;SPS-District K-12;K-12 School;Nathan Hale High;17050 30th Ave. N.E.;Seattle;WA;98125.0;2826049152;5.0;NORTH;47.70763;-122.29453;2011.0;1.0;2.0;236,758;0;236,758;K-12 School, Parking;K-12 School;242,134;Parking;0;;;2,016;91.0;39.00;38.10;83.50;82.50;9,442,413;9,214,896;;1,444,077;4,927,190.724;45,152.21;4,515,221.48;260.19;1.099;N;Compliant;;261.99;1996614.5
187;2017;NonResidential;Other;Youth Services Center;1211 E Alder Street;Seattle;WA;98122.0;2908700085;3.0;CENTRAL;47.60462;-122.31549;1971.0;3.0;6.0;250,981;0;250,981;Courthouse, Other;Other;137,565;Courthouse;78,357;;;;;65.20;63.80;148.20;146.60;14,068,176;13,786,255;5,569,413;2,295,986;7,833,904.232;6,648.57;664,856.98;363.80;1.449;N;Compliant;;261.99;1996614.5
